uid,year,data_year,country,area,fsw_sizeestimate_region,area.notes,method,PopSize,PopSize_notes,Prevalence,pse,type.of.uncertainty.measure,lower.uncertainty.measure,upper.uncertainty.measure,sample_size,requirement,notes,link,public,UID,title,ISO,adm1_geocode,iso_geocode
Congo2,2017,,Congo,City,Lumumba,,,,,,336,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,NA,NA
Congo1,2012,2012,Congo,Arrondissement,Lumumba,estimate covers 49 sites of prostitution,Survey,NR,,NR,442,NR,NR,NR,756,All: To be 15 years or older and to consent to participate in the survey. FSW: To be a women and to self-identify as sex worker. MSM: To be a men and recognize to have had sex with other men,,http://www.plateforme-elsa.org/_files/Rapport_PS_MSM_Detenus_Congo.pdf,1,REPORTCON12,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES PROFESSIONNELLES DU SEXE, LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES ET LES DETENUS EN REPUBLIQUE DU CONGO RAPPORT FINAL",COG,NA,NA
Congo2,2017,,Congo,City,Madibou,,,,,,68,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Pool,COG
Congo2,2017,,Congo,City,Makelekele,,,,,,388,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Pool,COG
Congo1,2012,2012,Congo,Arrondissement,Makélé-Kélé,estimate covers 12 sites of prostitution,Survey,NR,,NR,130,NR,NR,NR,756,All: To be 15 years or older and to consent to participate in the survey. FSW: To be a women and to self-identify as sex worker. MSM: To be a men and recognize to have had sex with other men,,http://www.plateforme-elsa.org/_files/Rapport_PS_MSM_Detenus_Congo.pdf,1,REPORTCON12,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES PROFESSIONNELLES DU SEXE, LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES ET LES DETENUS EN REPUBLIQUE DU CONGO RAPPORT FINAL",COG,Pool,COG
Congo1,2012,2012,Congo,Arrondissement,Mfilou,estimate covers 4 sites of prostitution,Survey,NR,,NR,27,NR,NR,NR,756,All: To be 15 years or older and to consent to participate in the survey. FSW: To be a women and to self-identify as sex worker. MSM: To be a men and recognize to have had sex with other men,,http://www.plateforme-elsa.org/_files/Rapport_PS_MSM_Detenus_Congo.pdf,1,REPORTCON12,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES PROFESSIONNELLES DU SEXE, LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES ET LES DETENUS EN REPUBLIQUE DU CONGO RAPPORT FINAL",COG,Brazzaville,COG
Congo2,2017,,Congo,City,Mfilou,,,,,,630,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Brazzaville,COG
Congo2,2017,,Congo,City,Mongo Mpoukou,,,,,,281,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Kouilou,COG
Congo1,2012,2012,Congo,Arrondissement,Moungali,estimate covers 15 sites of prostitution,Survey,NR,,NR,156,NR,NR,NR,756,All: To be 15 years or older and to consent to participate in the survey. FSW: To be a women and to self-identify as sex worker. MSM: To be a men and recognize to have had sex with other men,,http://www.plateforme-elsa.org/_files/Rapport_PS_MSM_Detenus_Congo.pdf,1,REPORTCON12,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES PROFESSIONNELLES DU SEXE, LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES ET LES DETENUS EN REPUBLIQUE DU CONGO RAPPORT FINAL",COG,Brazzaville,COG
Congo2,2017,,Congo,City,Moungali,,,,,,344,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Brazzaville,COG
Congo2,2017,,Congo,City,Mvoumvou,,,,,,269,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Pointe Noire,COG
Congo1,2012,2012,Congo,Arrondissement,Mvou-Mvou,estimate covers 41 sites of prostitution,Survey,NR,,NR,527,NR,NR,NR,756,All: To be 15 years or older and to consent to participate in the survey. FSW: To be a women and to self-identify as sex worker. MSM: To be a men and recognize to have had sex with other men,,http://www.plateforme-elsa.org/_files/Rapport_PS_MSM_Detenus_Congo.pdf,1,REPORTCON12,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES PROFESSIONNELLES DU SEXE, LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES ET LES DETENUS EN REPUBLIQUE DU CONGO RAPPORT FINAL",COG,Pointe Noire,COG
Congo2,2017,,Congo,City,Ngoyo,,,,,,319,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Kasaï,COD
Congo1,2012,2012,Congo,City,Nkayi,estimate covers 3 sites of prostitution,Survey,36558,,NR,79,NR,NR,NR,756,All: To be 15 years or older and to consent to participate in the survey. FSW: To be a women and to self-identify as sex worker. MSM: To be a men and recognize to have had sex with other men,,http://www.plateforme-elsa.org/_files/Rapport_PS_MSM_Detenus_Congo.pdf,1,REPORTCON12,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES PROFESSIONNELLES DU SEXE, LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES ET LES DETENUS EN REPUBLIQUE DU CONGO RAPPORT FINAL",COG,Bouenza,COG
Congo2,2017,,Congo,City,Nzalangoye,,,,,,1037,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Haut-Lomami,COD
Congo2,2017,,Congo,City,Ouenze,,,,,,696,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Brazzaville,COG
Congo1,2012,2012,Congo,Arrondissement,Ouenzé,estimate covers 13 sites of prostitution,Survey,NR,,NR,122,NR,NR,NR,756,All: To be 15 years or older and to consent to participate in the survey. FSW: To be a women and to self-identify as sex worker. MSM: To be a men and recognize to have had sex with other men,,http://www.plateforme-elsa.org/_files/Rapport_PS_MSM_Detenus_Congo.pdf,1,REPORTCON12,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES PROFESSIONNELLES DU SEXE, LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES ET LES DETENUS EN REPUBLIQUE DU CONGO RAPPORT FINAL",COG,Brazzaville,COG
Congo2,2017,,Congo,City,Ouesso,,,,,,1634,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Sangha,COG
Congo1,2012,2012,Congo,Sum,Pointe-Noire,estimate covers 146 sites of prostitution,Survey,357119,,NR,1563,NR,NR,NR,756,All: To be 15 years or older and to consent to participate in the survey. FSW: To be a women and to self-identify as sex worker. MSM: To be a men and recognize to have had sex with other men,,http://www.plateforme-elsa.org/_files/Rapport_PS_MSM_Detenus_Congo.pdf,1,REPORTCON12,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES PROFESSIONNELLES DU SEXE, LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES ET LES DETENUS EN REPUBLIQUE DU CONGO RAPPORT FINAL",COG,Pointe Noire,COG
Congo2,2017,,Congo,City,Pointe-Noire,,,,,,1832,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Pointe Noire,COG
Congo1,2012,2012,Congo,City,Pokola,estimate covers 9 sites of prostitution,Survey,5025,,NR,325,NR,NR,NR,756,All: To be 15 years or older and to consent to participate in the survey. FSW: To be a women and to self-identify as sex worker. MSM: To be a men and recognize to have had sex with other men,,http://www.plateforme-elsa.org/_files/Rapport_PS_MSM_Detenus_Congo.pdf,1,REPORTCON12,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES PROFESSIONNELLES DU SEXE, LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES ET LES DETENUS EN REPUBLIQUE DU CONGO RAPPORT FINAL",COG,Sangha,COG
Congo2,2017,,Congo,City,Pokola,,,,,,737,,,,,"All: have at least 18 years old or being emancipated, to have lived in the city of the study for at least 3 months, to be at the site while the research team is visiting it, to be able of given and informed consent and not to be under the influence of alcohol or drugs; FSW: to have had sex in exchange or money or goods in the past 12 months; MSM: to be a men who had pasive or active anal sex avec another men in the past 12 months; PWID: to have injected drugs in the past 12 months",,,0,,Rapport de la cartographie programmatique et estimation de la taille des populations cles les plues exposees aux risques du VIH/SIDA,COG,Sangha,COG
